# BUSCO version is: 3.0.2 
# The lineage dataset is: eukaryota_odb9 (Creation date: 2016-11-02, number of species: 100, number of BUSCOs: 303)
# To reproduce this run: python /rds/general/user/rnowell/home/anaconda3/envs/busco/bin/run_BUSCO.py -i nAv.flot_genomic.fna -o eukaryota_nAv.flot_genomic.fna -l /rds/general/user/rnowell/home/anaconda3/envs/busco/opt/eukaryota_odb9/ -m genome -c 16 -t /rds/general/user/rnowell/ephemeral/ -sp fly
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09370SV2	Duplicated	AVAG00220	199654	202408	167.0	136
EOG09370SV2	Duplicated	AVAG00468	16351	19052	167.0	136
EOG09370SYK	Duplicated	AVAG00016	541670	547945	557.2	512
EOG09370SYK	Duplicated	AVAG00189	133233	138353	557.2	507
EOG09370T6W	Complete	AVAG00019	434257	441663	136.4	172
EOG09370T9R	Duplicated	AVAG00064	318415	321226	224.4	156
EOG09370T9R	Duplicated	AVAG02662	636	1826	192.1	138
EOG09370TBD	Duplicated	AVAG00087	206641	209330	242.5	137
EOG09370TBD	Duplicated	AVAG00451	83421	86173	242.5	137
EOG09370TBD	Duplicated	AVAG00492	117034	118986	239.4	136
EOG09370TBG	Duplicated	AVAG00031	568909	573302	138.9	141
EOG09370TBG	Duplicated	AVAG00370	21226	26920	138.0	141
EOG09370TCX	Duplicated	AVAG00071	219461	226110	290.2	196
EOG09370TCX	Duplicated	AVAG00159	201557	204013	290.7	196
EOG09370TFO	Complete	AVAG00314	56308	67950	201.2	283
EOG09370TG2	Duplicated	AVAG00033	401152	407859	166.7	148
EOG09370TG2	Duplicated	AVAG00089	373525	380822	158.8	148
EOG09370TG2	Duplicated	AVAG00231	220177	227091	157.7	123
EOG09370TG6	Duplicated	AVAG00305	143407	147049	109.1	128
EOG09370TG6	Duplicated	AVAG00650	18055	21708	108.9	128
EOG09370TG6	Duplicated	AVAG01163	15715	16445	119.0	130
EOG09370TH4	Duplicated	AVAG00035	210914	219143	132.4	113
EOG09370TH4	Duplicated	AVAG00555	73365	83538	132.4	113
EOG09370TP2	Duplicated	AVAG00044	318774	320037	231.3	223
EOG09370TP2	Duplicated	AVAG00232	116752	117979	231.3	223
EOG09370TS7	Duplicated	AVAG00090	35280	44944	133.0	124
EOG09370TS7	Duplicated	AVAG00095	6909	15272	133.0	124
EOG09370TTI	Duplicated	AVAG00056	213984	216288	112.0	85
EOG09370TTI	Duplicated	AVAG00066	224375	227163	112.0	85
EOG09370U0A	Duplicated	AVAG00120	301384	307204	221.9	219
EOG09370U0A	Duplicated	AVAG00187	168113	170996	234.4	221
EOG09370U0A	Duplicated	AVAG01083	12244	15209	234.4	221
EOG09370U71	Duplicated	AVAG00056	145655	150186	211.3	216
EOG09370U71	Duplicated	AVAG00066	288257	291714	213.1	216
EOG09370U9P	Duplicated	AVAG00132	252812	257675	178.7	178
EOG09370U9P	Duplicated	AVAG00349	41863	47665	178.7	178
EOG09370UEC	Duplicated	AVAG00120	188510	193427	211.2	151
EOG09370UEC	Duplicated	AVAG00534	77485	82071	209.0	149
EOG09370UG9	Duplicated	AVAG00012	634997	641387	162.5	186
EOG09370UG9	Duplicated	AVAG00539	94336	101528	165.5	202
EOG09370UID	Duplicated	AVAG00023	293659	297264	232.2	124
EOG09370UID	Duplicated	AVAG00143	299838	305437	236.2	134
EOG09370UO4	Duplicated	AVAG00004	579312	584815	244.9	165
EOG09370UO4	Duplicated	AVAG00682	37517	42239	244.9	165
EOG09370UR1	Duplicated	AVAG00083	336208	337792	88.5	119
EOG09370UR1	Duplicated	AVAG00796	13831	15419	88.2	119
EOG09370UR3	Complete	AVAG00024	172396	176544	250.9	159
EOG09370USH	Duplicated	AVAG00022	245333	248843	145.0	147
EOG09370USH	Duplicated	AVAG00327	178226	181409	145.0	147
EOG09370USJ	Complete	AVAG00006	300127	300943	268.1	184
EOG09370UV4	Duplicated	AVAG00166	268339	269760	200.3	149
EOG09370UV4	Duplicated	AVAG00417	20610	25893	200.3	149
EOG09370V9R	Duplicated	AVAG00067	196705	202076	67.2	98
EOG09370V9R	Duplicated	AVAG00210	227413	234539	66.4	98
EOG09370VFL	Complete	AVAG00127	128775	130254	180.4	238
EOG09370VLM	Duplicated	AVAG00296	70588	77838	108.2	111
EOG09370VLM	Duplicated	AVAG00557	24681	30035	121.5	111
EOG09370VLM	Duplicated	AVAG00863	21075	28322	107.3	111
EOG09370VTP	Duplicated	AVAG00025	65626	70644	257.2	336
EOG09370VTP	Duplicated	AVAG00336	150619	155230	225.1	259
EOG09370VUX	Missing
EOG09370W44	Duplicated	AVAG00076	405862	411399	155.2	141
EOG09370W44	Duplicated	AVAG00245	97279	102816	152.7	141
EOG09370W6N	Duplicated	AVAG00030	24944	28638	158.6	142
EOG09370W6N	Duplicated	AVAG00048	423138	426164	158.5	142
EOG09370W6N	Duplicated	AVAG00410	69698	73217	158.1	142
EOG09370W86	Duplicated	AVAG00027	599815	604244	198.6	151
EOG09370W86	Duplicated	AVAG00036	165500	168181	198.1	151
EOG09370WT1	Duplicated	AVAG00031	18956	20283	198.1	121
EOG09370WT1	Duplicated	AVAG00115	36443	38070	198.1	121
EOG09370WT1	Duplicated	AVAG00266	164832	170089	198.7	121
EOG09370WWI	Duplicated	AVAG00185	104449	106812	169.3	160
EOG09370WWI	Duplicated	AVAG00393	56980	57838	168.0	159
EOG09370WYG	Duplicated	AVAG00122	328397	333966	226.2	152
EOG09370WYG	Duplicated	AVAG00183	88199	92366	226.2	152
EOG09370WYG	Duplicated	AVAG00746	32650	35286	225.7	152
EOG09370WZX	Duplicated	AVAG00200	259819	262591	72.4	159
EOG09370WZX	Duplicated	AVAG00569	97933	100702	72.9	159
EOG09370X1T	Duplicated	AVAG00088	220089	220988	91.7	88
EOG09370X1T	Duplicated	AVAG00115	94202	99565	86.9	81
EOG09370XFG	Duplicated	AVAG00144	306849	309276	74.1	105
EOG09370XFG	Duplicated	AVAG00690	10767	12800	74.1	106
EOG09370XFJ	Duplicated	AVAG00036	204861	212160	424.1	350
EOG09370XFJ	Duplicated	AVAG00449	138118	140047	424.9	381
EOG09370XO6	Duplicated	AVAG00006	814671	820075	149.0	129
EOG09370XO6	Duplicated	AVAG00035	229712	231491	156.3	138
EOG09370XO6	Duplicated	AVAG00555	90747	95947	156.3	138
EOG09370Y63	Duplicated	AVAG00108	117217	125832	228.2	132
EOG09370Y63	Duplicated	AVAG00341	4621	6231	228.2	132
EOG09370YC4	Duplicated	AVAG00017	515893	516558	124.1	157
EOG09370YC4	Duplicated	AVAG00051	548713	549381	124.5	157
EOG09370YCN	Duplicated	AVAG00056	134745	138065	136.5	115
EOG09370YCN	Duplicated	AVAG00066	300363	303639	136.1	115
EOG09370YSI	Duplicated	AVAG00086	395920	397617	236.1	257
EOG09370YSI	Duplicated	AVAG00163	231742	233433	236.6	255
EOG09370YSI	Duplicated	AVAG00166	248646	250528	236.2	243
EOG09370ZI7	Duplicated	AVAG00086	412005	415994	62.2	66
EOG09370ZI7	Duplicated	AVAG00163	214233	219621	63.1	81
EOG09370ZOK	Complete	AVAG00534	95282	98477	181.8	432
EOG0937106D	Complete	AVAG00231	241256	244944	124.4	138
EOG0937106Y	Complete	AVAG00213	105406	106519	121.7	128
EOG09371088	Duplicated	AVAG00043	596634	597257	137.7	144
EOG09371088	Duplicated	AVAG00115	114858	115481	137.7	144
EOG093710A7	Duplicated	AVAG00002	466260	467594	72.7	122
EOG093710A7	Duplicated	AVAG00119	108146	109479	71.7	122
EOG093710JH	Duplicated	AVAG00025	207513	208359	83.1	72
EOG093710JH	Duplicated	AVAG00061	370229	370782	85.6	72
EOG093710JH	Duplicated	AVAG00330	144123	144972	83.1	72
EOG093710SY	Duplicated	AVAG00106	382828	389519	161.9	104
EOG093710SY	Duplicated	AVAG00140	151265	158753	161.9	104
EOG093710SY	Duplicated	AVAG00428	135872	138284	163.7	110
EOG093710T1	Duplicated	AVAG00034	618402	625696	229.1	119
EOG093710T1	Duplicated	AVAG00077	138761	147408	229.1	119
EOG0937112Y	Duplicated	AVAG00165	56702	58195	125.1	241
EOG0937112Y	Duplicated	AVAG00348	136562	138069	125.2	251
EOG093711E9	Duplicated	AVAG00065	231864	232441	167.6	95
EOG093711E9	Duplicated	AVAG00387	118021	118598	167.6	95
EOG093711LC	Duplicated	AVAG00289	144934	147454	103.5	84
EOG093711LC	Duplicated	AVAG00360	41555	43261	103.7	84
EOG093711QY	Duplicated	AVAG00058	436686	441225	111.6	102
EOG093711QY	Duplicated	AVAG00072	406801	409724	111.1	102
EOG093711QY	Duplicated	AVAG00130	310265	316339	104.8	101
EOG093711ZO	Missing
EOG0937122Q	Complete	AVAG00226	90547	91118	83.8	71
EOG0937128O	Duplicated	AVAG00054	231958	234755	157.6	102
EOG0937128O	Duplicated	AVAG00342	112993	117386	157.6	102
EOG0937129K	Duplicated	AVAG00294	149695	155903	142.4	88
EOG0937129K	Duplicated	AVAG00505	37661	42787	143.9	88
EOG0937129K	Duplicated	AVAG01241	3366	5967	143.9	88
EOG093712G8	Duplicated	AVAG00118	184711	187517	145.1	125
EOG093712G8	Duplicated	AVAG00307	153887	159507	145.1	125
EOG093712Q6	Duplicated	AVAG00025	326445	327444	152.2	73
EOG093712Q6	Duplicated	AVAG00330	29891	30888	152.2	73
EOG093712Q6	Duplicated	AVAG03797	1	1186	151.9	73
EOG09371330	Duplicated	AVAG00033	100004	102999	135.7	124
EOG09371330	Duplicated	AVAG00250	125635	128622	135.8	124
EOG0937133J	Duplicated	AVAG00514	103717	109394	189.9	111
EOG0937133J	Duplicated	AVAG01326	6032	10547	189.9	111
EOG093713HJ	Duplicated	AVAG00067	117842	120389	103.7	83
EOG093713HJ	Duplicated	AVAG00795	15769	18190	103.7	83
EOG093713LY	Duplicated	AVAG00307	49398	51684	131.1	90
EOG093713LY	Duplicated	AVAG00326	90941	93083	131.1	90
EOG09371431	Duplicated	AVAG00001	624327	628664	175.6	96
EOG09371431	Duplicated	AVAG00005	785069	790195	175.4	96
EOG093714JU	Duplicated	AVAG00014	222088	222381	86.7	68
EOG093714JU	Duplicated	AVAG00471	83519	83812	86.7	68
EOG093714Q2	Duplicated	AVAG00144	20350	23645	103.2	70
EOG093714Q2	Duplicated	AVAG00306	72285	79949	103.1	70
EOG093715EC	Duplicated	AVAG00641	71957	77210	86.5	83
EOG093715EC	Duplicated	AVAG00716	1484	4733	86.6	83
EOG09371675	Duplicated	AVAG00104	289489	292431	127.9	105
EOG09371675	Duplicated	AVAG00143	28199	32263	126.9	104
EOG09371675	Duplicated	AVAG00204	173806	177715	127.0	108
EOG0937167R	Complete	AVAG00027	208224	211256	136.9	127
EOG093716T7	Duplicated	AVAG00175	139022	143629	112.5	174
EOG093716T7	Duplicated	AVAG00186	62040	66750	113.0	174
EOG093717LU	Duplicated	AVAG00154	256872	258597	99.3	51
EOG093717LU	Duplicated	AVAG00855	32190	32552	99.3	51
EOG0937183G	Complete	AVAG00259	132347	136266	110.0	69
EOG0937186Q	Duplicated	AVAG00073	91987	97379	107.8	106
EOG0937186Q	Duplicated	AVAG00362	23271	29637	108.2	106
EOG093718E9	Duplicated	AVAG00029	298135	301166	110.8	77
EOG093718E9	Duplicated	AVAG00511	79784	81399	110.8	77
EOG093718EG	Duplicated	AVAG00046	315773	320994	103.0	58
EOG093718EG	Duplicated	AVAG00065	108551	113068	103.0	58
EOG0937192A	Duplicated	AVAG00073	106005	106916	56.2	134
EOG0937192A	Duplicated	AVAG00362	38710	39615	54.8	134
EOG093719IK	Duplicated	AVAG00020	671546	673553	107.4	101
EOG093719IK	Duplicated	AVAG00053	79827	82186	107.4	101
EOG093719M8	Missing
EOG09371BIR	Missing
