SPECIES	TYPE	FEATURE	SCAFFOLD	START	END	GID	SUM	WINDOW	SPAN
Av	BUSCO	telo	AVAG00061	287241	312241	EOG09370B1L:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00336	101627	126627	EOG09370B1L:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00336	73028	98028	EOG09370B1L:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00001	617950	642950	EOG09370B65:Complete	24	25000	0.00096
Av	BUSCO	telo	AVAG00001	653519	678519	EOG09370B65:Complete	24	25000	0.00096
Av	BUSCO	telo	AVAG00240	180103	205103	EOG09370B7D:Complete	0	25000	0
Av	BUSCO	telo	AVAG00240	148505	173505	EOG09370B7D:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00268	110282	135282	EOG09370BBR:Complete	36	25000	0.00144
Av	BUSCO	telo	AVAG00268	74939	99939	EOG09370BBR:Complete	24	25000	0.00096
Av	BUSCO	telo	AVAG00256	59731	84731	EOG09370BGO:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00207	0	7698	EOG09370BGO:Duplicated	18	7698	0.00233826968043648
Av	BUSCO	telo	AVAG00207	16539	41539	EOG09370BGO:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00256	93566	118566	EOG09370BGO:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00901	0	8508	EOG09370BJE:Duplicated	0	8508	0
Av	BUSCO	telo	AVAG00074	422950	447950	EOG09370BJE:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00074	457464	482464	EOG09370BJE:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00901	15313	38880	EOG09370BJE:Duplicated	36	23567	0.00152755972334196
Av	BUSCO	telo	AVAG00097	151144	176144	EOG09370BK5:Complete	36	25000	0.00144
Av	BUSCO	telo	AVAG00097	181013	206013	EOG09370BK5:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00004	390752	415752	EOG09370BQO:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00004	422256	447256	EOG09370BQO:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00341	148584	173584	EOG09370BQO:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00341	179830	189581	EOG09370BQO:Duplicated	6	9751	0.000615321505486617
Av	BUSCO	telo	AVAG00182	136724	161724	EOG09370BYX:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00182	166402	191402	EOG09370BYX:Complete	30	25000	0.0012
Av	BUSCO	telo	AVAG00075	0	14165	EOG09370C5A:Duplicated	24	14165	0.00169431697846806
Av	BUSCO	telo	AVAG00075	22391	47391	EOG09370C5A:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00090	273120	298120	EOG09370C5A:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00090	305978	330978	EOG09370C5A:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00050	528688	553688	EOG09370CAN:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00050	499711	524711	EOG09370CAN:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00101	159755	184755	EOG09370CAN:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00101	188727	213727	EOG09370CAN:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00022	505744	530744	EOG09370CAV:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00022	535036	560036	EOG09370CAV:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00173	63830	88830	EOG09370CAV:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00173	93128	118128	EOG09370CAV:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00106	352063	377063	EOG09370CF1:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00106	385177	410177	EOG09370CF1:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00140	133655	158655	EOG09370CF1:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00140	165431	190431	EOG09370CF1:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00783	2648	27648	EOG09370CIV:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00462	53871	78871	EOG09370CIV:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00462	86104	111104	EOG09370CIV:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00783	34611	56236	EOG09370CIV:Duplicated	24	21625	0.00110982658959538
Av	BUSCO	telo	AVAG00359	0	24870	EOG09370CK6:Complete	18	24870	0.000723763570566948
Av	BUSCO	telo	AVAG00359	26367	51367	EOG09370CK6:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00056	200740	225740	EOG09370CKL:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00056	231435	256435	EOG09370CKL:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00066	183706	208706	EOG09370CKL:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00066	214954	239954	EOG09370CKL:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00265	171502	196502	EOG09370CKL:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00265	199314	224314	EOG09370CKL:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00133	146722	171722	EOG09370CRF:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00133	175062	200062	EOG09370CRF:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00134	195235	220235	EOG09370CRF:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00134	222286	247286	EOG09370CRF:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00105	310623	335623	EOG09370CTU:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00024	100105	125105	EOG09370CTU:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00024	128263	153263	EOG09370CTU:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00105	281625	306625	EOG09370CTU:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00142	104956	129956	EOG09370CTU:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00142	72565	97565	EOG09370CTU:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00002	441034	466034	EOG09370CZ0:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00002	470716	495716	EOG09370CZ0:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00026	144768	169768	EOG09370CZ0:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00026	177114	202114	EOG09370CZ0:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00333	33909	58909	EOG09370CZ0:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00333	66089	91089	EOG09370CZ0:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00098	63667	88667	EOG09370CZT:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00098	96307	121307	EOG09370CZT:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00153	103447	128447	EOG09370CZT:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00153	70340	95340	EOG09370CZT:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00053	174849	199849	EOG09370D13:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00053	208265	233265	EOG09370D13:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00302	0	22851	EOG09370D13:Duplicated	12	22851	0.000525141131679139
Av	BUSCO	telo	AVAG00302	28961	53961	EOG09370D13:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00380	116795	141795	EOG09370D13:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00380	147337	169424	EOG09370D13:Duplicated	24	22087	0.00108661203422828
Av	BUSCO	telo	AVAG00048	269085	294085	EOG09370DO5:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00048	300218	325218	EOG09370DO5:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00389	130891	155891	EOG09370DO5:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00389	98161	123161	EOG09370DO5:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00090	11385	36385	EOG09370DP4:Duplicated	72	25000	0.00288
Av	BUSCO	telo	AVAG00090	41833	66833	EOG09370DP4:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00095	0	6909	EOG09370DP4:Duplicated	30	6909	0.00434216239687364
Av	BUSCO	telo	AVAG00095	13755	38755	EOG09370DP4:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00003	375999	400999	EOG09370DS4:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00003	405647	430647	EOG09370DS4:Duplicated	72	25000	0.00288
Av	BUSCO	telo	AVAG00061	108052	133052	EOG09370DS4:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00061	79931	104931	EOG09370DS4:Duplicated	66	25000	0.00264
Av	BUSCO	telo	AVAG00244	37709	62709	EOG09370DTG:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00244	68044	93044	EOG09370DTG:Complete	30	25000	0.0012
Av	BUSCO	telo	AVAG00242	172686	197686	EOG09370DV4:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00242	201008	226008	EOG09370DV4:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00541	47180	72180	EOG09370DV4:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00541	80244	105244	EOG09370DV4:Duplicated	72	25000	0.00288
Av	BUSCO	telo	AVAG00003	428440	453440	EOG09370DX4:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00003	458415	483415	EOG09370DX4:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00061	27280	52280	EOG09370DX4:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00061	53315	78315	EOG09370DX4:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00060	132691	157691	EOG09370DXT:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00060	161031	186031	EOG09370DXT:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00217	0	5986	EOG09370DXT:Duplicated	18	5986	0.00300701637153358
Av	BUSCO	telo	AVAG00217	10630	35630	EOG09370DXT:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00106	358864	383864	EOG09370DYK:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00106	390799	415799	EOG09370DYK:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00140	126788	151788	EOG09370DYK:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00140	158753	183753	EOG09370DYK:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00986	0	13510	EOG09370E0Y:Complete	66	13510	0.00488527017024426
Av	BUSCO	telo	AVAG00986	19777	29659	EOG09370E0Y:Complete	48	9882	0.00485731633272617
Av	BUSCO	telo	AVAG00032	176123	201123	EOG09370E36:Complete	54	25000	0.00216
Av	BUSCO	telo	AVAG00032	207575	232575	EOG09370E36:Complete	30	25000	0.0012
Av	BUSCO	telo	AVAG00042	42849	67849	EOG09370E4U:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00042	78598	103598	EOG09370E4U:Duplicated	78	25000	0.00312
Av	BUSCO	telo	AVAG00296	161452	186452	EOG09370E4U:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00296	194669	211516	EOG09370E4U:Duplicated	54	16847	0.00320531845432421
Av	BUSCO	telo	AVAG00127	154400	179400	EOG09370E4W:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00127	184319	209319	EOG09370E4W:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00150	143013	168013	EOG09370E4W:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00150	178282	203282	EOG09370E4W:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00011	343072	368072	EOG09370E8S:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00011	373559	398559	EOG09370E8S:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00082	404292	429292	EOG09370E8S:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00082	434711	459711	EOG09370E8S:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00261	142918	167918	EOG09370EHZ:Complete	36	25000	0.00144
Av	BUSCO	telo	AVAG00261	174046	199046	EOG09370EHZ:Complete	42	25000	0.00168
Av	BUSCO	telo	AVAG00005	738958	763958	EOG09370EL3:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00005	774567	799567	EOG09370EL3:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00018	208685	233685	EOG09370EL3:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00018	240341	265341	EOG09370EL3:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00026	411910	436910	EOG09370ER5:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00026	445975	470975	EOG09370ER5:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00114	163465	188465	EOG09370ER5:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00114	199309	224309	EOG09370ER5:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00417	123260	148260	EOG09370F1Q:Complete	6	25000	0.00024
Av	BUSCO	telo	AVAG00417	89752	114752	EOG09370F1Q:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00059	467232	492232	EOG09370F3T:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00059	495461	520461	EOG09370F3T:Duplicated	120	25000	0.0048
Av	BUSCO	telo	AVAG00121	46941	71941	EOG09370F3T:Duplicated	72	25000	0.00288
Av	BUSCO	telo	AVAG00121	75191	100191	EOG09370F3T:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00033	66849	91849	EOG09370F47:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00033	93897	118897	EOG09370F47:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00250	120547	145547	EOG09370F47:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00250	89158	114158	EOG09370F47:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00316	0	13953	EOG09370FKI:Complete	0	13953	0
Av	BUSCO	telo	AVAG00316	24103	49103	EOG09370FKI:Complete	30	25000	0.0012
Av	BUSCO	telo	AVAG00012	254782	279782	EOG09370FLD:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00012	283036	308036	EOG09370FLD:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00134	322571	347571	EOG09370FLD:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00134	350014	373691	EOG09370FLD:Duplicated	30	23677	0.00126705241373485
Av	BUSCO	telo	AVAG00019	692472	717472	EOG09370FN1:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00019	728403	753403	EOG09370FN1:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00087	314572	339572	EOG09370FN1:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00087	348145	373145	EOG09370FN1:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00666	17390	42390	EOG09370FN1:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00666	50584	75584	EOG09370FN1:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00200	256572	281572	EOG09370FSS:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00200	283651	296761	EOG09370FSS:Duplicated	12	13110	0.00091533180778032
Av	BUSCO	telo	AVAG01030	0	8870	EOG09370FSS:Duplicated	12	8870	0.00135287485907554
Av	BUSCO	telo	AVAG01030	10948	25447	EOG09370FSS:Duplicated	36	14499	0.00248292985723153
Av	BUSCO	telo	AVAG00048	140864	165864	EOG09370FVX:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00048	175898	200898	EOG09370FVX:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00278	144840	169840	EOG09370FVX:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00278	179904	204904	EOG09370FVX:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00006	789610	814610	EOG09370FWQ:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00006	819106	844106	EOG09370FWQ:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00035	198708	223708	EOG09370FWQ:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00035	230526	255526	EOG09370FWQ:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00555	65747	90747	EOG09370FWQ:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00555	94950	108405	EOG09370FWQ:Duplicated	6	13455	0.000445930880713489
Av	BUSCO	telo	AVAG00030	277003	302003	EOG09370FXE:Fragmented	12	25000	0.00048
Av	BUSCO	telo	AVAG00030	306674	331674	EOG09370FXE:Fragmented	12	25000	0.00048
Av	BUSCO	telo	AVAG00166	221156	246156	EOG09370GEO:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00166	248332	273332	EOG09370GEO:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00417	0	1967	EOG09370GEO:Duplicated	6	1967	0.00305033045246568
Av	BUSCO	telo	AVAG00417	4134	29134	EOG09370GEO:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00026	622165	647165	EOG09370GHM:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00026	650341	675341	EOG09370GHM:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00114	351166	376166	EOG09370GHM:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00114	381148	403046	EOG09370GHM:Duplicated	96	21898	0.00438396200566262
Av	BUSCO	telo	AVAG00450	0	2297	EOG09370GHP:Duplicated	0	2297	0
Av	BUSCO	telo	AVAG01010	0	5232	EOG09370GHP:Duplicated	0	5232	0
Av	BUSCO	telo	AVAG00450	12960	37960	EOG09370GHP:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG01010	12669	27312	EOG09370GHP:Duplicated	6	14643	0.000409752099979512
Av	BUSCO	telo	AVAG00048	208404	233404	EOG09370GIK:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00048	241171	266171	EOG09370GIK:Complete	6	25000	0.00024
Av	BUSCO	telo	AVAG00065	131801	156801	EOG09370GJ7:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00065	98446	123446	EOG09370GJ7:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00387	0	19742	EOG09370GJ7:Duplicated	90	19742	0.00455880863134434
Av	BUSCO	telo	AVAG00387	25947	50947	EOG09370GJ7:Duplicated	72	25000	0.00288
Av	BUSCO	telo	AVAG00001	289116	314116	EOG09370GK0:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00001	317250	342250	EOG09370GK0:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00094	271071	296071	EOG09370GK0:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00094	299206	324206	EOG09370GK0:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00209	141867	166867	EOG09370H3E:Duplicated	102	25000	0.00408
Av	BUSCO	telo	AVAG00209	170417	195417	EOG09370H3E:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00365	0	2696	EOG09370H3E:Duplicated	30	2696	0.0111275964391691
Av	BUSCO	telo	AVAG00365	6256	31256	EOG09370H3E:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00044	307143	332143	EOG09370H68:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00044	339868	364868	EOG09370H68:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00232	104553	129553	EOG09370H68:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00232	72396	97396	EOG09370H68:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00042	509590	534590	EOG09370HBN:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00042	538531	563531	EOG09370HBN:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00078	4827	29827	EOG09370HBN:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00057	515649	540649	EOG09370HD7:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00170	155358	180358	EOG09370HD7:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00170	183464	208464	EOG09370HD7:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00341	106001	131001	EOG09370HD7:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00341	136165	161165	EOG09370HD7:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00004	38115	63115	EOG09370HKV:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00004	71074	96074	EOG09370HKV:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00108	136061	161061	EOG09370HKV:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00108	171664	196664	EOG09370HKV:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00104	124135	149135	EOG09370HVI:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00104	156226	181226	EOG09370HVI:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00173	180140	205140	EOG09370HVI:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00173	210784	235784	EOG09370HVI:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00003	272659	297659	EOG09370I3J:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00003	307459	332459	EOG09370I3J:Duplicated	66	25000	0.00264
Av	BUSCO	telo	AVAG00061	180446	205446	EOG09370I3J:Duplicated	78	25000	0.00312
Av	BUSCO	telo	AVAG00061	215240	240240	EOG09370I3J:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00041	281409	306409	EOG09370I7R:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00041	310869	335869	EOG09370I7R:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00184	222217	247217	EOG09370I7R:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00184	251795	276795	EOG09370I7R:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00009	446499	471499	EOG09370IF5:Complete	48	25000	0.00192
Av	BUSCO	telo	AVAG00009	476895	501895	EOG09370IF5:Complete	24	25000	0.00096
Av	BUSCO	telo	AVAG00009	149708	174708	EOG09370IH5:Complete	24	25000	0.00096
Av	BUSCO	telo	AVAG00009	183827	208827	EOG09370IH5:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00156	118516	143516	EOG09370IMU:Complete	42	25000	0.00168
Av	BUSCO	telo	AVAG00156	90192	115192	EOG09370IMU:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00255	0	7694	EOG09370INZ:Complete	0	7694	0
Av	BUSCO	telo	AVAG00255	14534	39534	EOG09370INZ:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00154	214746	239746	EOG09370IUA:Complete	48	25000	0.00192
Av	BUSCO	telo	AVAG00154	245903	270903	EOG09370IUA:Complete	42	25000	0.00168
Av	BUSCO	telo	AVAG00029	225188	250188	EOG09370J9L:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00029	255460	280460	EOG09370J9L:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00280	183596	208596	EOG09370J9L:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00280	213992	223023	EOG09370J9L:Duplicated	6	9031	0.000664378252685195
Av	BUSCO	telo	AVAG00006	628763	653763	EOG09370JIK:Complete	24	25000	0.00096
Av	BUSCO	telo	AVAG00006	661271	686271	EOG09370JIK:Complete	42	25000	0.00168
Av	BUSCO	telo	AVAG00012	427093	452093	EOG09370JW6:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00012	457491	482491	EOG09370JW6:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00134	152229	177229	EOG09370JW6:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00134	180076	205076	EOG09370JW6:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00054	330392	355392	EOG09370JZ3:Complete	30	25000	0.0012
Av	BUSCO	telo	AVAG00054	362512	387512	EOG09370JZ3:Complete	30	25000	0.0012
Av	BUSCO	telo	AVAG00095	356307	381307	EOG09370K15:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00095	391656	416656	EOG09370K15:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00108	234215	259215	EOG09370K15:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00108	269007	294007	EOG09370K15:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00242	168376	193376	EOG09370K1R:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00242	203381	228381	EOG09370K1R:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00541	42832	67832	EOG09370K1R:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00541	75393	100393	EOG09370K1R:Duplicated	78	25000	0.00312
Av	BUSCO	telo	AVAG00110	177920	202920	EOG09370KD4:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00110	209618	234618	EOG09370KD4:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00601	46840	71840	EOG09370KD4:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00601	78669	95896	EOG09370KD4:Duplicated	54	17227	0.00313461426829976
Av	BUSCO	telo	AVAG00006	492156	517156	EOG09370KGV:Fragmented	6	25000	0.00024
Av	BUSCO	telo	AVAG00006	521396	546396	EOG09370KGV:Fragmented	24	25000	0.00096
Av	BUSCO	telo	AVAG00222	140446	165446	EOG09370KJ3:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00222	173434	198434	EOG09370KJ3:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00697	2324	27324	EOG09370KJ3:Duplicated	66	25000	0.00264
Av	BUSCO	telo	AVAG00697	30359	55359	EOG09370KJ3:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00043	488128	513128	EOG09370KM9:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00043	519512	544512	EOG09370KM9:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00078	146780	171780	EOG09370KOV:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00078	173643	198643	EOG09370KOV:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG01038	0	9551	EOG09370KOV:Duplicated	6	9551	0.000628206470526646
Av	BUSCO	telo	AVAG01038	11409	24641	EOG09370KOV:Duplicated	6	13232	0.000453446191051995
Av	BUSCO	telo	AVAG00176	93300	118300	EOG09370KWF:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00176	62959	87959	EOG09370KWF:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00246	148506	173506	EOG09370KWF:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00246	176096	201096	EOG09370KWF:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00818	0	11947	EOG09370KYZ:Duplicated	0	11947	0
Av	BUSCO	telo	AVAG00166	198950	223950	EOG09370KYZ:Duplicated	30	25000	0.0012
