# BUSCO version is: 3.0.2 
# The lineage dataset is: eukaryota_odb9 (Creation date: 2016-11-02, number of species: 100, number of BUSCOs: 303)
# To reproduce this run: python /rds/general/user/rnowell/home/anaconda3/envs/busco/bin/run_BUSCO.py -i nAr.v1.8_genomic.fna -o eukaryota_nAr.v1.8_genomic.fna -l /rds/general/user/rnowell/home/anaconda3/envs/busco/opt/eukaryota_odb9/ -m genome -c 16 -t /rds/general/user/rnowell/ephemeral/ -sp fly
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09370SC9	Duplicated	ARIC00016	591560	598687	94.4	140
EOG09370SC9	Duplicated	ARIC00054	111029	116321	92.6	139
EOG09370SO4	Fragmented	ARIC00012	199251	202232	22.4	42
EOG09370SON	Duplicated	ARIC00127	106837	112258	219.1	155
EOG09370SON	Duplicated	ARIC00210	50984	56309	219.2	155
EOG09370SPQ	Duplicated	ARIC00144	248466	256438	148.5	155
EOG09370SPQ	Duplicated	ARIC00241	122645	130424	147.5	155
EOG09370SV2	Duplicated	ARIC00127	159247	163439	167.4	136
EOG09370SV2	Duplicated	ARIC00210	103460	107652	166.4	136
EOG09370SYK	Duplicated	ARIC00059	190681	194027	554.4	515
EOG09370SYK	Duplicated	ARIC00166	170398	174618	550.7	494
EOG09370T6W	Complete	ARIC00986	2170	10660	138.6	171
EOG09370T9R	Duplicated	ARIC00022	40925	42159	227.9	156
EOG09370T9R	Duplicated	ARIC00038	483127	485753	227.8	156
EOG09370TBD	Duplicated	ARIC00003	83566	86033	239.5	137
EOG09370TBD	Duplicated	ARIC00041	154661	158881	241.3	136
EOG09370TBD	Duplicated	ARIC00085	79704	83813	239.3	137
EOG09370TBG	Duplicated	ARIC00026	89674	95405	137.1	141
EOG09370TBG	Duplicated	ARIC00089	63790	68093	139.5	141
EOG09370TCX	Duplicated	ARIC00006	689755	691687	281.8	194
EOG09370TCX	Duplicated	ARIC00133	197549	202091	282.3	194
EOG09370TFO	Complete	ARIC00054	496463	501824	217.3	241
EOG09370TG2	Duplicated	ARIC00047	488934	499138	151.3	143
EOG09370TG2	Duplicated	ARIC00164	213378	222321	159.9	143
EOG09370TG2	Duplicated	ARIC00329	124580	132184	140.9	146
EOG09370TG6	Duplicated	ARIC00014	128267	133257	109.4	117
EOG09370TG6	Duplicated	ARIC00028	379016	379751	118.5	130
EOG09370TG6	Duplicated	ARIC00278	77504	85331	114.6	131
EOG09370TH4	Duplicated	ARIC00058	40218	46407	129.9	107
EOG09370TH4	Duplicated	ARIC00154	97563	107391	127.6	109
EOG09370TP2	Duplicated	ARIC00008	955368	956617	230.5	225
EOG09370TP2	Duplicated	ARIC00015	406635	407844	230.8	228
EOG09370TS7	Duplicated	ARIC00056	84240	86186	130.9	122
EOG09370TS7	Duplicated	ARIC00081	49466	50659	131.2	122
EOG09370TTI	Duplicated	ARIC00068	309135	311424	113.2	84
EOG09370TTI	Duplicated	ARIC00093	384970	389867	113.3	84
EOG09370U0A	Duplicated	ARIC00104	22946	26462	223.7	191
EOG09370U0A	Duplicated	ARIC00139	234360	236767	234.5	234
EOG09370U0A	Duplicated	ARIC00398	70530	73742	220.8	191
EOG09370U71	Duplicated	ARIC00068	366311	370815	210.2	218
EOG09370U71	Duplicated	ARIC00433	10137	16447	210.0	199
EOG09370U9P	Duplicated	ARIC00011	467746	469358	181.8	177
EOG09370U9P	Duplicated	ARIC00086	289802	294969	181.1	178
EOG09370UEC	Duplicated	ARIC00071	389147	390731	206.9	151
EOG09370UEC	Duplicated	ARIC00090	379549	381396	204.8	152
EOG09370UG9	Duplicated	ARIC00148	1	5885	158.6	177
EOG09370UG9	Duplicated	ARIC00968	9773	15801	145.2	177
EOG09370UID	Duplicated	ARIC00002	878126	880664	237.1	134
EOG09370UID	Duplicated	ARIC00005	1030418	1033163	237.1	134
EOG09370UID	Duplicated	ARIC00184	41407	43217	237.5	135
EOG09370UO4	Duplicated	ARIC00010	288593	296815	242.0	165
EOG09370UO4	Duplicated	ARIC00229	88697	93501	242.4	165
EOG09370UR1	Duplicated	ARIC00006	179465	180841	86.1	131
EOG09370UR1	Duplicated	ARIC00222	39773	44187	75.8	101
EOG09370UR3	Duplicated	ARIC00007	151650	159358	250.1	159
EOG09370UR3	Duplicated	ARIC00100	330238	331537	250.1	159
EOG09370USH	Duplicated	ARIC00009	423504	427674	147.2	147
EOG09370USH	Duplicated	ARIC00053	503582	506501	147.2	147
EOG09370USJ	Complete	ARIC00017	373761	380999	262.9	184
EOG09370UV4	Duplicated	ARIC00006	337665	343265	199.4	149
EOG09370UV4	Duplicated	ARIC00639	52523	58369	199.4	149
EOG09370V9R	Duplicated	ARIC00004	873356	882818	57.6	91
EOG09370V9R	Duplicated	ARIC00029	394374	401178	50.6	87
EOG09370VFL	Duplicated	ARIC00019	522935	524461	179.6	247
EOG09370VFL	Duplicated	ARIC00176	207187	209006	180.1	247
EOG09370VLM	Duplicated	ARIC00246	100598	104260	121.0	111
EOG09370VLM	Duplicated	ARIC00365	106069	108801	121.0	111
EOG09370VTP	Missing
EOG09370VUX	Missing
EOG09370W44	Complete	ARIC00218	4306	11064	158.6	141
EOG09370W6N	Duplicated	ARIC00076	403385	404284	157.5	142
EOG09370W6N	Duplicated	ARIC00077	75513	77394	156.8	142
EOG09370W6N	Duplicated	ARIC00098	141240	142381	157.5	142
EOG09370W86	Duplicated	ARIC00218	166730	172641	201.4	151
EOG09370W86	Duplicated	ARIC00406	61960	68183	201.7	184
EOG09370WT1	Duplicated	ARIC00008	152991	153853	198.8	121
EOG09370WT1	Duplicated	ARIC00026	611082	612094	198.8	121
EOG09370WT1	Duplicated	ARIC00167	9568	11917	197.8	121
EOG09370WWI	Duplicated	ARIC00066	97696	99702	164.8	163
EOG09370WWI	Duplicated	ARIC00190	26221	27928	163.2	164
EOG09370WYG	Duplicated	ARIC00001	505068	506226	225.9	153
EOG09370WYG	Duplicated	ARIC00012	246715	250507	225.3	152
EOG09370WYG	Duplicated	ARIC00031	250230	255461	224.7	153
EOG09370WZX	Complete	ARIC00109	12556	15154	74.7	162
EOG09370X1T	Complete	ARIC00162	96168	104769	73.1	97
EOG09370XFG	Duplicated	ARIC00385	65867	72041	68.5	103
EOG09370XFG	Duplicated	ARIC00693	46046	51077	68.7	102
EOG09370XFG	Duplicated	ARIC01555	235	5019	72.7	93
EOG09370XFJ	Duplicated	ARIC00018	342618	344495	433.5	343
EOG09370XFJ	Duplicated	ARIC00075	65917	67799	432.5	343
EOG09370XFJ	Duplicated	ARIC00406	94463	99763	440.6	387
EOG09370XO6	Duplicated	ARIC00058	58173	59434	157.2	129
EOG09370XO6	Duplicated	ARIC00154	123866	128766	155.8	137
EOG09370XO6	Duplicated	ARIC00379	102621	105082	152.2	129
EOG09370Y63	Complete	ARIC00081	347591	350698	197.8	120
EOG09370YC4	Duplicated	ARIC00074	310713	314173	92.9	135
EOG09370YC4	Duplicated	ARIC00378	41615	43455	95.0	135
EOG09370YCN	Complete	ARIC00068	379289	381269	138.5	115
EOG09370YSI	Duplicated	ARIC00392	39491	43655	233.0	255
EOG09370YSI	Duplicated	ARIC00639	37325	41335	238.3	283
EOG09370ZI7	Duplicated	ARIC00045	312975	318278	61.8	82
EOG09370ZI7	Duplicated	ARIC00392	56128	59268	63.2	67
EOG09370ZOK	Complete	ARIC00071	369304	376730	96.2	371
EOG0937106D	Duplicated	ARIC00164	241722	243075	111.9	136
EOG0937106D	Duplicated	ARIC00411	9878	17601	130.5	131
EOG0937106Y	Complete	ARIC00163	86496	87592	122.6	131
EOG09371088	Duplicated	ARIC00028	80812	81430	131.4	144
EOG09371088	Duplicated	ARIC00162	81922	82540	127.3	144
EOG093710A7	Duplicated	ARIC00086	358097	359390	71.2	181
EOG093710A7	Duplicated	ARIC00144	82633	83912	71.1	184
EOG093710JH	Duplicated	ARIC00103	344361	345147	83.3	72
EOG093710JH	Duplicated	ARIC00145	166346	167138	83.6	72
EOG093710SY	Duplicated	ARIC00018	179386	183716	164.8	110
EOG093710SY	Duplicated	ARIC00023	627159	630056	164.9	110
EOG093710SY	Duplicated	ARIC00155	91101	96380	165.0	110
EOG093710T1	Duplicated	ARIC00014	723392	726368	230.9	119
EOG093710T1	Duplicated	ARIC00065	71528	72372	230.8	119
EOG093710T1	Duplicated	ARIC00141	68081	73422	230.8	119
EOG0937112Y	Duplicated	ARIC00134	290103	291424	127.9	243
EOG0937112Y	Duplicated	ARIC00180	100634	102098	128.4	247
EOG093711E9	Duplicated	ARIC00034	114837	115495	167.3	95
EOG093711E9	Duplicated	ARIC00248	187302	188537	167.3	95
EOG093711LC	Duplicated	ARIC00125	109883	114739	101.2	84
EOG093711LC	Duplicated	ARIC00267	141442	146803	100.1	84
EOG093711LC	Duplicated	ARIC00366	116491	121012	100.1	84
EOG093711QY	Complete	ARIC00040	548087	551790	108.0	101
EOG093711ZO	Fragmented	ARIC00261	61413	63862	47.6	99
EOG0937122Q	Duplicated	ARIC00022	535252	537682	82.8	71
EOG0937122Q	Duplicated	ARIC00363	94777	96658	82.7	71
EOG0937128O	Duplicated	ARIC00292	69661	72107	158.2	102
EOG0937128O	Duplicated	ARIC00293	68237	71971	158.2	102
EOG0937129K	Duplicated	ARIC00102	350272	351017	143.3	88
EOG0937129K	Duplicated	ARIC00105	217169	220638	142.3	97
EOG093712G8	Duplicated	ARIC00101	313601	317911	147.5	125
EOG093712G8	Duplicated	ARIC00178	80141	82173	144.3	125
EOG093712Q6	Duplicated	ARIC00139	22671	25401	152.2	73
EOG093712Q6	Duplicated	ARIC00139	25501	28870	152.2	73
EOG093712Q6	Duplicated	ARIC00240	176771	183113	152.2	73
EOG09371330	Duplicated	ARIC00219	60084	63664	129.7	124
EOG09371330	Duplicated	ARIC00252	154700	160777	128.7	124
EOG0937133J	Duplicated	ARIC00017	152997	153772	188.8	111
EOG0937133J	Duplicated	ARIC00304	146281	148002	189.5	111
EOG0937133J	Duplicated	ARIC00356	89580	91702	189.5	111
EOG093713HJ	Duplicated	ARIC00004	806976	807667	104.7	83
EOG093713HJ	Duplicated	ARIC00029	328328	328899	104.7	83
EOG093713LY	Duplicated	ARIC00101	391483	394566	131.4	90
EOG093713LY	Duplicated	ARIC00178	158281	161028	131.4	90
EOG09371431	Duplicated	ARIC00001	906971	908743	175.4	96
EOG09371431	Duplicated	ARIC00031	648169	652233	175.4	96
EOG09371431	Duplicated	ARIC00087	201417	203806	175.0	96
EOG093714JU	Complete	ARIC00231	141089	147287	78.0	68
EOG093714Q2	Duplicated	ARIC00262	100548	101282	101.3	70
EOG093714Q2	Duplicated	ARIC00388	33222	34852	101.3	70
EOG093715EC	Duplicated	ARIC00059	497806	498530	92.9	86
EOG093715EC	Duplicated	ARIC01102	16959	17673	91.9	99
EOG09371675	Duplicated	ARIC00094	164277	169203	128.8	104
EOG09371675	Duplicated	ARIC00184	228784	231461	127.5	113
EOG09371675	Duplicated	ARIC00279	133727	139996	127.9	113
EOG0937167R	Duplicated	ARIC00042	368077	369494	137.8	134
EOG0937167R	Duplicated	ARIC00048	296303	301185	137.1	126
EOG0937167R	Duplicated	ARIC00245	158518	159943	136.0	134
EOG093716T7	Duplicated	ARIC00169	124135	129315	115.2	223
EOG093716T7	Duplicated	ARIC00206	199783	205212	109.1	179
EOG093717LU	Duplicated	ARIC00028	391035	391452	99.3	51
EOG093717LU	Duplicated	ARIC00489	45148	45512	99.3	51
EOG0937183G	Duplicated	ARIC00188	70792	71446	106.8	67
EOG0937183G	Duplicated	ARIC00429	68669	69267	105.9	67
EOG0937186Q	Duplicated	ARIC00057	65272	71216	109.4	106
EOG0937186Q	Duplicated	ARIC00088	5237	8474	109.4	106
EOG093718E9	Duplicated	ARIC00023	217493	219100	110.9	77
EOG093718E9	Duplicated	ARIC00216	160808	162417	110.9	77
EOG093718EG	Duplicated	ARIC00226	121901	122450	103.0	58
EOG093718EG	Duplicated	ARIC00322	128125	131612	102.7	58
EOG0937192A	Duplicated	ARIC00057	76826	80849	57.8	134
EOG0937192A	Duplicated	ARIC00088	14119	18152	58.6	134
EOG093719IK	Duplicated	ARIC00014	392709	394190	110.6	101
EOG093719IK	Duplicated	ARIC00280	4610	6105	109.9	101
EOG093719M8	Missing
EOG09371BIR	Missing
